gene_id	transcript_id
HSPA12A	rna-XM_036096291.1
HSPA12A	rna-XM_036096292.1
HSPA12B	rna-XM_036093214.1
HSPA12B	rna-XM_036093216.1
HSPA12B	MSTRG.22167.1
HSPA12B	MSTRG.22169.5
HSPA12B	MSTRG.22169.6
HSPA13	rna-XM_036092667.1
HSPA2	rna-XM_036120230.1
HSPA4	rna-XM_036070329.1
HSPA4	MSTRG.14230.1
HSPA4L	rna-XM_036079418.1
HSPA4L	MSTRG.17450.1
HSPA5	rna-XM_036112916.1
HSPA5	MSTRG.8199.1
HSPA6	rna-XM_036103546.1
HSPA8	rna-XM_036081702.1
HSPA9	rna-XM_036084201.1
HSPB1	rna-XM_036072413.1
HSPB11	rna-XM_036107476.1
HSPB11	rna-XM_036107478.1
HSPB11	rna-XM_036107475.1
HSPB11	rna-XM_036107474.1
HSPB11	rna-XM_036107477.1
HSPB11	rna-XM_036107481.1
HSPB11	rna-XM_036107480.1
HSPB11	rna-XM_036107473.1
HSPB11	rna-XM_036107479.1
HSPB11	MSTRG.6319.3
HSPB11	MSTRG.6319.11
HSPB2	rna-XM_036075453.1
HSPB3	rna-XM_036120645.1
HSPB6	rna-XM_036067949.1
HSPB6	rna-XM_036067948.1
HSPB7	rna-XM_036067038.1
HSPB7	rna-XR_004909187.1
HSPB8	rna-XM_036121061.1
HSPB9	rna-XM_036069187.1
HSPBAP1	rna-XM_036107391.1
HSPBAP1	rna-XM_036107392.1
HSPBAP1	rna-XM_036107393.1
HSPBAP1	rna-XM_036107390.1
HSPBAP1	MSTRG.6293.6
HSPBAP1	MSTRG.6293.4
HSPBP1	rna-XM_036096897.1
HSPBP1	rna-XM_036096898.1
HSPBP1	rna-XM_036096894.1
HSPBP1	rna-XM_036096895.1
HSPBP1	rna-XM_036096896.1
HSPD1	rna-XM_036107205.1
HSPD1	MSTRG.6213.1
HSPE1	rna-XM_036107216.1
HSPE1	rna-XM_036107218.1
HSPE1	rna-XM_036107217.1
HSPG2	rna-XM_036109335.1
HSPG2	rna-XM_036109334.1
HSPG2	rna-XM_036109333.1
HSPG2	rna-XM_036109331.1
HSPG2	rna-XM_036109332.1
HSPG2	rna-XM_036109330.1
HSPG2	rna-XM_036109329.1
HSPG2	rna-XM_036109327.1
HSPG2	rna-XM_036109328.1
HSPG2	rna-XM_036109326.1
HSPG2	rna-XM_036109325.1
HSPG2	rna-XM_036109337.1
HSPG2	rna-XM_036109324.1
HSPG2	rna-XM_036109322.1
HSPG2	rna-XM_036109321.1
HSPG2	rna-XM_036109318.1
HSPG2	rna-XM_036109316.1
HSPG2	rna-XM_036109315.1
HSPG2	rna-XM_036109317.1
HSPG2	rna-XM_036109314.1
HSPG2	rna-XM_036109323.1
HSPG2	MSTRG.6999.1
HSPG2	MSTRG.7000.1
HSPH1	rna-XM_036070484.1
HSPH1	rna-XM_036070485.1
HSPH1	MSTRG.14294.1
HTATIP2	rna-XM_036077570.1
HTATIP2	rna-XM_036077568.1
HTATIP2	rna-XM_036077567.1
HTATIP2	rna-XM_036077569.1
HTATSF1	rna-XM_036107389.1
HTD2	rna-XM_036071721.1
HTR1A	rna-XM_036067076.1
HTR1B	rna-XM_036112114.1
HTR1D	rna-XM_036072204.1
HTR1D	rna-XM_036072196.1
HTR1D	rna-XM_036072201.1
HTR1D	rna-XM_036072191.1
HTR1D	rna-XM_036072194.1
HTR1D	rna-XM_036072200.1
HTR1D	rna-XM_036072193.1
HTR1D	rna-XM_036072190.1
HTR1D	rna-XM_036072192.1
HTR1D	rna-XM_036072198.1
HTR1D	rna-XM_036072202.1
HTR1D	rna-XM_036072195.1
HTR1D	rna-XM_036072203.1
HTR1D	rna-XM_036072197.1
HTR1E	rna-XM_036094784.1
HTR1E	rna-XM_036094785.1
HTR1F	rna-XM_036114494.1
HTR2B	rna-XM_036110126.1
HTR2B	rna-XM_036110124.1
HTR2B	rna-XM_036110125.1
HTR2C	rna-XM_036078164.1
HTR3A	rna-XM_036088190.1
HTR3A	rna-XM_036088191.1
HTR3B	rna-XM_036088197.1
HTR3B	rna-XM_036088196.1
HTR3B	rna-XM_036088192.1
HTR3B	rna-XM_036088195.1
HTR3B	rna-XM_036088198.1
HTR3B	rna-XM_036088199.1
HTR3B	rna-XM_036088193.1
HTR4	rna-XM_036096083.1
HTR4	rna-XM_036096086.1
HTR4	rna-XM_036096088.1
HTR5A	rna-XM_036087564.1
HTR5A	rna-XM_036087563.1
HTR6	rna-XM_036115569.1
HTR7	rna-XM_036095309.1
HTR7	rna-XM_036095313.1
HTR7	rna-XM_036095310.1
HTR7	rna-XM_036095312.1
HTR7	rna-XM_036095311.1
HTR7	MSTRG.22843.6
HTRA1	rna-XM_036070235.1
HTRA2	rna-XM_036087588.1
HTRA2	rna-XM_036087587.1
HTRA2	MSTRG.20237.2
HTRA2	MSTRG.20237.1
HTRA2	MSTRG.20237.6
HTRA3	rna-XM_036085633.1
HTRA3	rna-XM_036085635.1
HTRA3	rna-XM_036085636.1
HTRA4	rna-XM_036118928.1
HTRA4	MSTRG.10211.2
HTT	rna-XM_036085639.1
HTT	rna-XM_036085640.1
HTT	rna-XM_036085641.1
HTT	MSTRG.19555.4
HTT	MSTRG.19555.2
HTT	MSTRG.19555.9
HTT	MSTRG.19555.7
HTT	MSTRG.19555.8
HUNK	rna-XM_036070664.1
HUS1	rna-XM_036073063.1
HUS1	rna-XM_036073069.1
HUS1	rna-XM_036073067.1
HUS1	rna-XR_004911128.1
HUS1	MSTRG.1580.5
HUS1	MSTRG.1580.6
HUS1B	rna-XM_036072480.1
HUWE1	rna-XM_036111491.1
HUWE1	MSTRG.7705.1
HUWE1	MSTRG.7705.3
HUWE1	MSTRG.8048.3
HVCN1	rna-XM_036080046.1
HVCN1	rna-XM_036080049.1
HVCN1	rna-XM_036080050.1
HVCN1	rna-XM_036080048.1
HYAL2	MSTRG.21745.4
HYAL3	rna-XM_036092025.1
HYAL3	rna-XM_036092026.1
HYAL3	MSTRG.21746.2
HYAL4	rna-XM_036073681.1
HYDIN	rna-XM_036088090.1
HYI	rna-XM_036086072.1
HYI	rna-XM_036086073.1
HYI	rna-XM_036086074.1
HYI	MSTRG.19750.2
HYKK	rna-XM_036067632.1
HYKK	rna-XM_036067631.1
HYLS1	rna-XM_036099265.1
HYLS1	rna-XM_036099262.1
HYLS1	rna-XM_036099264.1
HYLS1	rna-XM_036099259.1
HYLS1	rna-XM_036099257.1
HYLS1	rna-XM_036099260.1
HYLS1	rna-XM_036099258.1
HYLS1	rna-XM_036099261.1
HYOU1	rna-XM_036090771.1
HYOU1	rna-XM_036090770.1
HYOU1	rna-XM_036090772.1
HYOU1	rna-XM_036090768.1
HYOU1	rna-XM_036090769.1
HYOU1	MSTRG.21251.5
HYOU1	MSTRG.21251.1
HYOU1	MSTRG.21251.9
HYOU1	MSTRG.21251.8
HYPK	rna-XM_036119995.1
HYPK	MSTRG.10606.1
IAH1	rna-XM_036097538.1
IAH1	rna-XM_036097540.1
IAH1	rna-XM_036097539.1
IARS1	rna-XM_036073941.1
IARS1	rna-XM_036073943.1
IARS1	rna-XM_036073939.1
IARS1	rna-XM_036073940.1
IARS1	MSTRG.15575.8
IARS1	MSTRG.15575.11
IARS1	MSTRG.15575.1
IBA57	rna-XM_036064913.1
IBA57	rna-XM_036064995.1
IBA57	rna-XM_036064824.1
IBA57	rna-XM_036065072.1
IBA57	rna-XM_036065144.1
IBTK	rna-XM_036079232.1
IBTK	MSTRG.17372.2
ICA1	rna-XM_036086331.1
ICA1	rna-XM_036086329.1
ICA1	rna-XM_036086337.1
ICA1	rna-XM_036086336.1
ICA1	rna-XM_036086339.1
ICA1	rna-XM_036086341.1
ICA1	rna-XM_036086324.1
ICA1	rna-XM_036086323.1
ICA1	rna-XR_004915502.1
ICA1	rna-XM_036086333.1
ICA1	rna-XM_036086335.1
ICA1	rna-XM_036086340.1
ICA1	rna-XM_036086326.1
ICA1	rna-XM_036086325.1
ICA1	rna-XM_036086338.1
ICA1	rna-XM_036086332.1
ICA1	rna-XM_036086330.1
ICA1	rna-XM_036086328.1
ICA1	rna-XM_036086327.1
ICA1	MSTRG.19793.24
ICA1	MSTRG.19793.23
ICA1	MSTRG.19793.22
ICA1	MSTRG.19793.21
ICA1	MSTRG.19793.20
ICA1L	rna-XM_036070717.1
ICA1L	rna-XM_036070718.1
ICA1L	rna-XM_036070712.1
ICA1L	rna-XM_036070714.1
ICA1L	rna-XM_036070715.1
ICA1L	rna-XM_036070716.1
ICAM1	rna-XM_036119613.1
ICAM1	rna-XM_036119612.1
ICAM2	rna-XM_036116281.1
ICAM2	rna-XM_036116280.1
ICAM3	rna-XM_036119600.1
ICAM4	rna-XM_036119614.1
ICAM5	rna-XM_036119609.1
ICAM5	rna-XM_036119611.1
ICAM5	rna-XM_036119610.1
ICE1	rna-XM_036104089.1
ICE1	rna-XM_036104099.1
ICE1	MSTRG.507.4
ICE1	MSTRG.507.2
ICE2	rna-XM_036093438.1
ICE2	MSTRG.22238.2
ICE2	MSTRG.22238.5
ICE2	MSTRG.22238.7
ICMT	rna-XM_036064497.1
ICMT	MSTRG.12243.2
ICOS	rna-XM_036073860.1
ICOS	rna-XM_036073859.1
ICOS	rna-XM_036073858.1
ICOS	MSTRG.15537.1
ICOSLG	rna-XM_036098971.1
ICOSLG	rna-XM_036098972.1
ICOSLG	rna-XM_036098973.1
ICOSLG	MSTRG.3349.4
ICOSLG	MSTRG.3349.1
ICOSLG	MSTRG.3349.3
ICOSLG	MSTRG.3349.2
ID1	rna-XM_036121823.1
ID2	rna-XM_036067849.1
ID3	rna-XM_036088980.1
ID4	rna-XM_036078123.1
ID4	rna-XM_036078122.1
IDE	rna-XM_036079075.1
IDE	MSTRG.17306.1
IDE	MSTRG.17306.3
IDE	MSTRG.17306.4
IDH1	rna-XM_036070899.1
IDH1	rna-XM_036070896.1
IDH1	rna-XM_036070900.1
IDH1	rna-XM_036070898.1
IDH1	rna-XM_036070897.1
IDH2	rna-XM_036069931.1
IDH3A	rna-XM_036067611.1
IDH3A	rna-XM_036067610.1
IDH3A	rna-XM_036067612.1
IDH3A	rna-XM_036067613.1
IDH3B	rna-XM_036093324.1
IDH3B	rna-XM_036093325.1
IDH3B	rna-XM_036093326.1
IDH3B	MSTRG.22193.2
IDH3B	MSTRG.22193.1
IDH3G	rna-XM_036120472.1
IDH3G	rna-XM_036120467.1
IDH3G	rna-XM_036120468.1
IDH3G	rna-XM_036120469.1
IDH3G	rna-XM_036120470.1
IDH3G	rna-XM_036120471.1
IDH3G	rna-XM_036120475.1
IDH3G	rna-XM_036120474.1
IDH3G	rna-XM_036120473.1
IDH3G	rna-XM_036120476.1
IDH3G	MSTRG.10816.8
IDH3G	MSTRG.10816.11
IDNK	rna-XM_036090587.1
IDNK	rna-XM_036090590.1
IDNK	rna-XM_036090588.1
IDNK	rna-XM_036090589.1
IDO1	rna-XM_036096272.1
IDO1	MSTRG.2478.2
IDO2	rna-XM_036096268.1
IDO2	rna-XM_036096269.1
IDO2	rna-XM_036096271.1
IDO2	rna-XM_036096270.1
IDO2	MSTRG.2476.23
IDO2	MSTRG.2476.8
IDO2	MSTRG.2476.4
IDO2	MSTRG.2476.10
IDO2	MSTRG.2476.22
IDUA	rna-XM_036094341.1
IDUA	rna-XM_036094339.1
IDUA	rna-XM_036094340.1
IDUA	rna-XM_036094342.1
IDUA	rna-XR_004917926.1
IDUA	MSTRG.22521.11
IDUA	MSTRG.22521.15
IDUA	MSTRG.22521.17
IER2	rna-XM_036110814.1
IER3	rna-XM_036120426.1
IER3	MSTRG.10796.1
IER3IP1	rna-XM_036107618.1
IER5	rna-XM_036101365.1
IER5L	rna-XM_036110216.1
IFFO1	rna-XM_036117683.1
IFFO1	rna-XM_036117682.1
IFFO1	rna-XM_036117679.1
IFFO1	rna-XM_036117678.1
IFFO1	rna-XM_036117684.1
IFFO1	rna-XM_036117681.1
IFFO1	rna-XM_036117680.1
IFFO1	rna-XM_036117675.1
IFFO1	rna-XM_036117676.1
IFFO2	rna-XM_036115526.1
IFFO2	rna-XM_036115525.1
IFI27L2	rna-XM_036071873.1
IFI27L2	rna-XM_036071871.1
IFI27L2	MSTRG.14788.6
IFI30	rna-XM_036093906.1
IFI35	rna-XR_004918284.1
IFI35	rna-XM_036095540.1
IFI35	rna-XM_036095535.1
IFI35	rna-XM_036095537.1
IFI35	rna-XM_036095536.1
IFI35	rna-XM_036095538.1
IFI35	rna-XM_036095534.1
IFI35	rna-XM_036095539.1
IFI35	MSTRG.22892.2
IFI35	MSTRG.22892.4
IFI35	MSTRG.22892.7
IFI35	MSTRG.22892.8
IFI35	MSTRG.22892.10
IFI35	MSTRG.22892.20
IFI44L	rna-XM_036113405.1
IFI44L	MSTRG.8388.2
IFI6	rna-XR_004924204.1
IFI6	rna-XR_004924205.1
IFI6	rna-XM_036114284.1
IFI6	rna-XM_036114283.1
IFI6	rna-XM_036114285.1
IFI6	MSTRG.8700.8
IFIH1	rna-XM_036068790.1
IFIH1	rna-XM_036068788.1
IFIH1	MSTRG.13701.1
IFITM10	rna-XM_036074734.1
IFITM5	rna-XM_036098250.1
IFNAR1	rna-XM_036087505.1
IFNAR1	MSTRG.20166.3
IFNAR2	rna-XM_036087472.1
IFNAR2	rna-XM_036087473.1
IFNAR2	rna-XM_036087475.1
IFNAR2	rna-XM_036087474.1
IFNAR2	rna-XM_036087476.1
IFNAR2	rna-XM_036087479.1
IFNAR2	rna-XM_036087477.1
IFNAR2	MSTRG.20170.8
IFNB1	rna-XM_036082642.1
IFNE	rna-XM_036082656.1
IFNG	rna-XM_036118644.1
IFNGR1	rna-XM_036097857.1
IFNGR2	rna-XM_036087470.1
IFNK	rna-XM_036106386.1
IFNLR1	rna-XM_036089047.1
IFRD1	rna-XM_036066402.1
IFRD1	rna-XM_036066403.1
IFRD2	rna-XM_036092017.1
IFRD2	rna-XM_036092016.1
IFRD2	rna-XM_036092015.1
IFT122	rna-XM_036073603.1
IFT122	rna-XM_036073601.1
IFT122	rna-XM_036073602.1
IFT122	rna-XM_036073604.1
IFT122	MSTRG.15452.1
IFT140	rna-XM_036083349.1
IFT140	rna-XM_036083348.1
IFT140	rna-XM_036083347.1
IFT140	rna-XM_036083345.1
IFT140	rna-XM_036083346.1
IFT172	rna-XM_036090196.1
IFT172	rna-XM_036090197.1
IFT20	rna-XM_036122553.1
IFT20	rna-XM_036122552.1
IFT20	rna-XM_036122554.1
IFT20	MSTRG.11540.5
IFT20	MSTRG.11540.1
IFT20	MSTRG.11540.4
IFT22	rna-XM_036078834.1
IFT22	rna-XM_036078833.1
IFT22	rna-XM_036078832.1
IFT22	rna-XM_036078831.1
IFT22	rna-XM_036078836.1
IFT22	rna-XM_036078835.1
IFT22	rna-XM_036078837.1
IFT22	MSTRG.17211.1
IFT27	rna-XM_036108734.1
IFT43	rna-XM_036068556.1
IFT46	rna-XM_036122873.1
IFT46	rna-XM_036122866.1
IFT52	rna-XM_036096069.1
IFT52	rna-XM_036096071.1
IFT52	rna-XM_036096072.1
IFT52	rna-XM_036096068.1
IFT52	rna-XM_036096070.1
IFT52	rna-XM_036096067.1
IFT57	rna-XM_036068324.1
IFT57	rna-XM_036068323.1
IFT74	rna-XM_036106366.1
IFT80	rna-XM_036117243.1
IFT81	rna-XM_036103464.1
IFT81	rna-XM_036103463.1
IFT81	rna-XM_036103457.1
IFT81	rna-XM_036103461.1
IFT81	rna-XM_036103460.1
IFT81	rna-XM_036103459.1
IFT81	rna-XM_036103462.1
IFT81	rna-XM_036103454.1
IFT81	rna-XM_036103455.1
IFT81	rna-XM_036103456.1
IFT81	MSTRG.4974.1
IFT81	MSTRG.4974.12
IFT88	rna-XM_036106634.1
IFT88	rna-XM_036106635.1
IFT88	rna-XM_036106632.1
IFT88	rna-XM_036106631.1
IFT88	rna-XM_036106630.1
IFT88	rna-XM_036106633.1
IGBP1	rna-XM_036086748.1
IGBP1	rna-XM_036086747.1
IGBP1	MSTRG.19951.3
IGDCC3	rna-XM_036087098.1
IGDCC4	rna-XM_036087157.1
IGDCC4	rna-XM_036087158.1
IGDCC4	rna-XM_036087159.1
IGDCC4	rna-XM_036087156.1
IGDCC4	rna-XM_036087155.1
IGF1	rna-XM_036105494.1
IGF1	rna-XM_036105405.1
IGF1	rna-XM_036105341.1
IGF1	rna-XM_036105548.1
IGF1R	rna-XM_036077486.1
IGF1R	MSTRG.16696.2
IGF2	rna-XM_036074742.1
IGF2	rna-XM_036074743.1
IGF2	rna-XM_036074745.1
IGF2	rna-XM_036074741.1
IGF2	rna-XM_036074740.1
IGF2	rna-XM_036074738.1
IGF2	rna-XM_036074744.1
IGF2	rna-XM_036074739.1
IGF2BP1	rna-XM_036095282.1
IGF2BP1	rna-XM_036095291.1
IGF2BP2	rna-XM_036084709.1
IGF2BP2	rna-XM_036084708.1
IGF2BP2	rna-XM_036084710.1
IGF2BP2	rna-XM_036084706.1
IGF2BP2	rna-XM_036084707.1
IGF2BP2	MSTRG.19143.7
IGF2BP3	rna-XM_036120865.1
IGF2BP3	rna-XM_036120868.1
IGF2BP3	rna-XM_036120866.1
IGF2BP3	rna-XM_036120867.1
IGF2BP3	MSTRG.10969.7
IGF2R	rna-XM_036110047.1
IGF2R	MSTRG.7230.2
IGF2R	MSTRG.7230.3
IGFALS	rna-XM_036083330.1
IGFBP1	rna-XM_036066747.1
IGFBP2	rna-XM_036085284.1
IGFBP3	rna-XM_036066745.1
IGFBP4	rna-XM_036081461.1
IGFBP5	rna-XM_036085338.1
IGFBP6	rna-XM_036089061.1
IGFBP7	rna-XM_036084280.1
IGFBPL1	rna-XM_036100538.1
IGFLR1	rna-XM_036067942.1
IGFN1	rna-XM_036086663.1
IGFN1	rna-XM_036086664.1
IGFN1	rna-XM_036086667.1
IGFN1	rna-XM_036086665.1
IGHMBP2	rna-XM_036073401.1
IGHMBP2	rna-XM_036073402.1
IGHMBP2	rna-XM_036073403.1
IGHMBP2	rna-XM_036073404.1
IGHMBP2	rna-XM_036073406.1
IGHMBP2	rna-XM_036073400.1
IGHMBP2	MSTRG.15377.8
IGHMBP2	MSTRG.15377.5
IGHMBP2	MSTRG.15377.7
IGHMBP2	MSTRG.15377.11
IGLON5	rna-XM_036104142.1
IGSF1	rna-XM_036077665.1
IGSF1	rna-XM_036077662.1
IGSF1	rna-XM_036077663.1
IGSF1	rna-XM_036077666.1
IGSF1	rna-XM_036077667.1
IGSF1	rna-XM_036077668.1
IGSF1	rna-XM_036077664.1
IGSF10	rna-XM_036072533.1
IGSF10	rna-XM_036072534.1
IGSF10	MSTRG.15052.1
IGSF10	MSTRG.15052.2
IGSF10	MSTRG.15053.1
IGSF11	rna-XM_036066810.1
IGSF11	rna-XM_036066809.1
IGSF11	rna-XM_036066811.1
IGSF21	rna-XM_036115519.1
IGSF22	rna-XM_036077541.1
IGSF22	rna-XM_036077540.1
IGSF22	rna-XM_036077539.1
IGSF23	rna-XM_036093644.1
IGSF23	rna-XM_036093643.1
IGSF3	rna-XM_036091801.1
IGSF3	rna-XM_036091800.1
IGSF5	rna-XM_036116982.1
IGSF5	rna-XM_036116983.1
IGSF5	rna-XM_036116985.1
IGSF5	rna-XM_036116981.1
IGSF5	rna-XM_036116984.1
IGSF6	rna-XM_036097374.1
IGSF6	rna-XM_036097375.1
IGSF6	rna-XM_036097376.1
IGSF6	MSTRG.2804.10
IGSF6	MSTRG.2804.6
IGSF6	MSTRG.2804.1
IGSF6	MSTRG.2804.2
IGSF6	MSTRG.2804.3
IGSF8	rna-XM_036091448.1
IGSF8	rna-XM_036091449.1
IGSF8	MSTRG.21513.1
IGSF9	rna-XM_036091474.1
IGSF9	rna-XM_036091468.1
IGSF9	rna-XM_036091471.1
IGSF9	rna-XM_036091472.1
IGSF9	rna-XM_036091470.1
IGSF9	rna-XM_036091473.1
IGSF9	MSTRG.21503.9
IGSF9	MSTRG.21503.8
IGSF9B	rna-XR_004916060.1
IGSF9B	rna-XR_004916059.1
IGSF9B	rna-XM_036088148.1
IGSF9B	rna-XM_036088149.1
IGSF9B	rna-XM_036088152.1
IGSF9B	rna-XM_036088156.1
IGSF9B	rna-XM_036088151.1
IGSF9B	rna-XM_036088155.1
IGSF9B	rna-XM_036088150.1
IGSF9B	rna-XM_036088153.1
IHH	rna-XM_036083044.1
IHO1	rna-XM_036100555.1
IK	rna-XM_036123756.1
IKBKB	rna-XM_036102301.1
IKBKB	rna-XM_036102303.1
IKBKB	rna-XM_036102302.1
IKBKB	MSTRG.4589.7
IKBKB	MSTRG.4589.5
IKBKB	MSTRG.4589.4
IKBKE	rna-XM_036077196.1
IKBKE	rna-XR_004912495.1
IKBKE	rna-XR_004912494.1
IKBKE	rna-XM_036077199.1
IKBKE	rna-XM_036077198.1
IKBKE	rna-XM_036077202.1
IKBKE	rna-XM_036077200.1
IKBKE	rna-XM_036077197.1
IKBKE	rna-XR_004912498.1
IKBKE	rna-XR_004912499.1
IKBKE	rna-XR_004912496.1
IKBKE	rna-XM_036077203.1
IKBKE	rna-XM_036077201.1
IKBKE	MSTRG.16621.3
IKBKE	MSTRG.16621.4
IKBKE	MSTRG.16621.1
IKBKG	rna-XM_036085536.1
IKBKG	rna-XM_036085535.1
IKBKG	rna-XM_036085537.1
IKBKG	MSTRG.19484.2
IKZF2	rna-XM_036123354.1
IKZF2	MSTRG.11787.2
IKZF3	rna-XM_036079962.1
IKZF3	rna-XM_036079965.1
IKZF3	rna-XM_036079963.1
IKZF3	rna-XM_036079964.1
IKZF4	rna-XM_036086609.1
IKZF4	rna-XM_036086608.1
IKZF4	rna-XM_036086610.1
IKZF4	rna-XM_036086607.1
IKZF4	MSTRG.19906.5
IKZF5	rna-XM_036074958.1
IKZF5	rna-XM_036074953.1
IKZF5	rna-XM_036074954.1
IKZF5	rna-XM_036074959.1
IKZF5	rna-XM_036074957.1
IKZF5	rna-XM_036074955.1
IKZF5	rna-XM_036074956.1
IL10	rna-XM_036118214.1
IL10RA	rna-XM_036123056.1
IL10RA	rna-XM_036123063.1
IL10RB	rna-XM_036087481.1
IL10RB	rna-XM_036087480.1
IL11	rna-XM_036096793.1
IL11RA	rna-XM_036081343.1
IL11RA	rna-XR_004913795.1
IL11RA	rna-XR_004913796.1
IL11RA	rna-XM_036081345.1
IL11RA	rna-XM_036081344.1
IL11RA	MSTRG.18041.6
IL12A	rna-XM_036117226.1
IL12B	rna-XM_036103645.1
IL12RB1	rna-XM_036093940.1
IL12RB1	rna-XM_036093941.1
IL12RB1	rna-XM_036093943.1
IL12RB1	MSTRG.22376.6
IL12RB2	rna-XM_036103723.1
IL12RB2	MSTRG.5053.1
IL12RB2	MSTRG.5054.3
IL13	rna-XM_036106393.1
IL13RA1	rna-XM_036123640.1
IL13RA2	rna-XM_036066179.1
IL15	rna-XM_036105228.1
IL15	rna-XM_036105220.1
IL15	rna-XM_036105221.1
IL15	rna-XM_036105227.1
IL15	rna-XM_036105225.1
IL15	rna-XM_036105219.1
IL15	rna-XM_036105226.1
IL15	rna-XM_036105218.1
IL15	rna-XM_036105222.1
IL15	rna-XM_036105224.1
IL15RA	rna-XM_036090061.1
IL15RA	rna-XM_036090063.1
IL15RA	rna-XM_036090062.1
IL15RA	MSTRG.21013.3
IL15RA	MSTRG.21013.1
IL15RA	MSTRG.21013.2
IL15RA	MSTRG.21013.7
IL16	rna-XM_036108807.1
IL16	rna-XM_036108808.1
IL16	rna-XM_036108805.1
IL16	rna-XM_036108804.1
IL16	rna-XM_036108806.1
IL16	MSTRG.6811.4
IL16	MSTRG.6811.3
IL16	MSTRG.6811.1
IL17A	rna-XM_036087771.1
IL17B	rna-XM_036080630.1
IL17B	rna-XM_036080629.1
IL17C	rna-XM_036119863.1
IL17D	rna-XM_036106645.1
IL17D	rna-XM_036106644.1
IL17F	rna-XM_036087770.1
IL17F	rna-XR_004915929.1
IL17F	rna-XR_004915925.1
IL17F	rna-XR_004915926.1
IL17F	rna-XR_004915928.1
IL17F	rna-XR_004915927.1
IL17F	MSTRG.20259.7
IL17RA	rna-XM_036095085.1
IL17RA	MSTRG.22780.3
IL17RA	MSTRG.22780.5
IL17RB	rna-XM_036102550.1
IL17RB	rna-XM_036102551.1
IL17RB	rna-XM_036102548.1
IL17RB	rna-XM_036102549.1
IL17RB	rna-XM_036102552.1
IL17RB	MSTRG.4660.6
IL17RC	rna-XM_036079844.1
IL17RC	rna-XM_036079843.1
IL17RC	rna-XM_036079842.1
IL17RC	rna-XM_036079838.1
IL17RC	rna-XM_036079839.1
IL17RC	rna-XM_036079840.1
IL17RC	rna-XM_036079835.1
IL17RC	rna-XM_036079832.1
IL17RC	rna-XM_036079837.1
IL17RC	rna-XM_036079836.1
IL17RC	rna-XM_036079833.1
IL17RC	rna-XM_036079831.1
IL17RC	rna-XM_036079834.1
IL17RD	rna-XM_036102435.1
IL17RE	rna-XM_036079829.1
IL17RE	rna-XM_036079830.1
IL17REL	rna-XM_036069286.1
IL18	rna-XM_036075452.1
IL18	rna-XM_036075451.1
IL18R1	rna-XM_036089503.1
IL18R1	rna-XM_036089504.1
IL18R1	rna-XM_036089506.1
IL18R1	rna-XM_036089508.1
IL18R1	rna-XM_036089507.1
IL18R1	MSTRG.20849.5
IL19	rna-XM_036118223.1
IL1A	rna-XM_036103788.1
IL1A	rna-XM_036103790.1
IL1A	rna-XM_036103789.1
IL1A	MSTRG.5076.3
IL1B	rna-XM_036103786.1
IL1F10	rna-XM_036103793.1
IL1F10	rna-XM_036103792.1
IL1F10	rna-XM_036103791.1
IL1F10	MSTRG.5083.6
IL1R1	rna-XM_036087842.1
IL1R1	MSTRG.20272.5
IL1R1	MSTRG.20272.4
IL1R1	MSTRG.20272.3
IL1R1	MSTRG.20272.2
IL1R2	rna-XM_036087779.1
IL1R2	rna-XM_036087780.1
IL1R2	rna-XM_036087778.1
IL1R2	rna-XM_036087776.1
IL1R2	rna-XM_036087777.1
IL1RAPL1	rna-XM_036103545.1
IL1RL1	rna-XM_036089512.1
IL1RL1	rna-XM_036089511.1
IL1RL2	rna-XM_036087781.1
IL1RL2	rna-XM_036087783.1
IL1RL2	rna-XM_036087784.1
IL1RL2	rna-XM_036087786.1
IL1RL2	rna-XR_004915933.1
IL1RL2	rna-XR_004915934.1
IL1RL2	rna-XM_036087785.1
IL1RL2	rna-XM_036087787.1
IL1RL2	rna-XR_004915935.1
IL1RL2	rna-XR_004915936.1
IL1RN	rna-XM_036091607.1
IL1RN	rna-XM_036091606.1
IL2	rna-XM_036069411.1
IL2	rna-XM_036069410.1
IL20	rna-XM_036118221.1
IL20	rna-XM_036118222.1
IL20RA	rna-XM_036097856.1
IL20RA	rna-XM_036097855.1
IL20RB	rna-XM_036080947.1
IL20RB	rna-XM_036080946.1
IL20RB	rna-XR_004913706.1
IL21	rna-XM_036069412.1
IL21R	rna-XM_036066175.1
IL21R	rna-XM_036066180.1
IL21R	rna-XM_036066189.1
IL21R	MSTRG.1334.5
IL21R	MSTRG.1334.4
IL22	rna-XM_036118645.1
IL22RA1	rna-XM_036089055.1
IL22RA1	rna-XM_036089053.1
IL22RA2	rna-XM_036097859.1
IL22RA2	rna-XM_036097860.1
IL22RA2	MSTRG.2969.1
IL22RA2	MSTRG.2969.4
IL23A	rna-XM_036077476.1
IL23A	rna-XM_036077477.1
IL23A	MSTRG.16689.6
IL23A	MSTRG.16689.5
IL23R	rna-XM_036077671.1
IL24	rna-XM_036118213.1
IL24	MSTRG.9956.1
IL25	rna-XM_036114867.1
IL25	rna-XM_036114868.1
IL25	rna-XM_036114869.1
IL25	rna-XM_036114866.1
IL26	rna-XM_036118639.1
IL27	rna-XM_036091241.1
IL27	rna-XM_036091242.1
IL27	rna-XM_036091244.1
IL27RA	rna-XM_036066510.1
